x_position,y_position,x_position,y_position,x_position,y_position
271,508,278,86,247,567
265,499,275,78,250,565
264,494,276,73,251,566
262,490,276,69,252,566
260,486,277,65,250,562
259,481,278,61,253,564
257,478,279,58,256,568
255,474,279,55,263,557
254,471,280,52,262,562
252,469,281,50,263,568
251,466,282,48,264,574
249,464,283,46,267,580
248,463,284,44,266,588
247,461,284,43,265,578
246,458,285,43,266,585
246,457,286,42,267,591
245,457,287,42,268,598
244,456,288,42,267,605
242,456,289,43,266,611
235,453,290,43,266,617
234,454,291,44,267,622
234,454,292,46,268,627
235,454,293,48,268,632
234,455,294,50,268,636
235,456,295,52,270,640
235,457,296,55,271,644
235,458,298,58,271,647
234,460,298,61,271,651
234,462,300,65,272,651
235,464,301,69,272,653
235,466,302,73,273,655
233,469,303,78,274,656
232,473,304,83,274,656
231,477,305,89,274,655
230,482,306,94,275,652
229,486,308,100,273,650
227,492,309,107,271,643
226,497,310,114,275,640
225,503,312,121,274,637
224,510,313,128,272,630
224,516,314,136,269,622
223,523,316,144,269,610
222,531,317,153,268,598
224,533,318,162,266,583
224,540,319,171,263,568
223,549,321,180,257,556
222,556,323,190,259,537
221,564,324,201,258,520
220,573,325,212,258,504
221,581,327,223,259,486
221,589,328,234,258,470
222,596,330,246,255,454
222,603,331,258,254,435
222,609,333,270,253,420
223,615,335,283,252,407
223,620,336,297,251,391
224,624,337,310,249,379
225,627,339,324,249,365
226,629,340,340,249,351
228,631,342,354,248,340
228,632,343,370,248,327
229,632,345,385,246,311
230,632,346,400,246,299
231,631,347,417,245,286
232,630,349,434,245,274
233,628,350,450,244,263
234,625,351,467,243,252
235,622,352,483,242,241
236,618,349,498,242,230
237,614,346,507,242,219
238,608,345,512,242,210
239,602,343,519,241,200
240,597,340,525,241,191
240,590,338,532,241,182
242,582,337,536,240,173
243,575,334,541,240,165
244,566,332,545,239,157
245,558,329,548,239,148
247,551,328,552,239,141
249,544,324,555,239,134
250,538,321,558,238,128
251,531,316,560,238,121
252,526,312,562,238,115
253,520,307,563,238,110
254,514,302,564,237,104
255,509,297,565,237,100
256,503,293,566,237,95
257,498,288,567,236,90
259,494,282,571,236,87
260,489,279,574,236,83
262,485,277,577,236,80
263,481,276,578,235,77
264,478,274,580,235,74
265,474,273,583,234,72
267,472,272,587,234,70
268,469,275,592,234,68
269,467,273,595,234,67
271,465,273,599,234,66
272,463,273,603,234,65
273,462,272,607,233,65
274,461,271,611,233,65
276,460,252,602,233,65
277,460,252,609,233,65
278,460,260,616,232,66
279,460,260,623,232,68
281,461,266,627,232,69
282,461,264,630,232,72
283,461,262,634,232,73
283,462,260,637,231,76
284,462,259,642,231,79
284,463,257,646,231,83
285,463,255,650,230,86
287,464,254,656,230,90
287,466,253,659,230,95
289,470,252,661,229,99
292,476,252,663,229,104
291,477,252,665,229,110
290,478,252,666,228,116
290,480,254,665,228,122
289,482,254,665,228,128
289,484,255,664,228,136
289,487,255,661,227,143
289,491,257,657,227,151
289,496,258,652,226,159
289,501,259,646,226,168
290,506,260,638,226,177
292,513,261,628,226,186
292,520,262,616,225,196
293,527,262,603,225,206
290,514,263,587,225,217
291,522,263,572,225,229
293,530,270,556,225,240
294,538,268,536,224,252
296,550,268,520,224,264
296,559,266,503,224,277
299,568,265,488,224,290
300,578,264,473,223,304
303,589,264,458,223,318
305,599,263,443,224,334
306,607,264,428,224,349
308,616,263,411,225,363
309,622,264,397,226,378
311,628,264,382,226,394
311,634,263,367,225,411
311,638,263,352,224,428
311,641,263,340,223,446
311,642,262,326,222,465
310,642,261,313,220,485
309,642,262,301,222,502
308,640,261,289,223,514
307,637,261,277,224,525
306,633,260,266,225,535
304,629,260,255,226,546
303,623,259,244,227,555
301,617,259,234,226,563
299,609,259,224,225,571
297,601,258,214,225,580
295,592,258,205,225,586
292,583,257,196,225,592
290,574,257,188,225,596
288,565,257,180,225,599
286,556,257,172,226,600
284,548,256,165,227,600
283,541,256,158,228,599
281,534,256,152,229,598
279,527,255,145,230,596
277,521,255,139,232,593
275,514,255,134,235,590
273,507,255,129,238,587
271,501,254,124,244,586
269,495,254,120,245,583
267,489,254,116,248,581
265,484,254,112,250,578
263,478,254,109,252,576
261,473,254,106,254,575
259,469,253,103,255,574
257,465,253,101,255,574
255,461,253,99,257,573
253,457,253,98,256,574
251,454,253,96,257,572
250,451,253,95,260,581
248,449,253,95,262,570
245,446,253,95,264,576
244,444,253,95,261,583
242,443,253,95,263,589
240,441,253,95,265,596
238,441,253,97,268,585
236,440,253,98,266,600
235,439,253,99,268,605
233,439,253,102,271,607
231,440,253,104,271,614
230,440,253,107,273,621
228,441,253,110,272,628
226,442,253,113,271,636
225,443,253,116,270,642
222,445,253,120,268,646
221,445,253,124,269,651
219,447,254,129,268,653
217,449,254,134,269,655
216,449,254,139,269,658
214,450,254,145,268,660
212,451,254,151,267,661
210,452,254,157,266,661
208,454,254,163,265,661
206,456,255,171,264,660
204,458,255,178,262,659
202,460,255,186,259,655
200,463,255,193,256,651
198,467,256,202,254,646
195,470,256,210,251,640
193,474,256,219,247,631
191,478,256,229,246,619
189,483,257,238,243,605
187,488,257,248,241,592
186,493,257,259,240,577
183,499,258,269,237,559
182,505,258,280,235,545
180,511,258,291,234,531
179,518,259,304,233,516
178,526,259,316,232,501
178,533,260,328,231,485
177,541,261,340,230,469
177,547,261,352,228,454
177,554,261,366,227,437
178,562,262,381,227,425
179,569,262,394,226,413
180,575,262,407,225,399
182,581,263,425,224,385
184,587,262,440,222,374
186,592,263,455,222,362
188,597,263,470,219,350
190,601,264,486,217,338
193,605,264,502,215,326
195,607,265,517,215,315
197,609,266,529,213,304
199,610,266,542,212,293
200,610,266,554,212,283
202,609,268,564,211,273
204,607,269,572,210,264
206,605,269,579,209,254
207,602,269,585,208,245
209,598,269,590,207,237
210,593,269,594,207,228
212,588,269,597,206,220
214,582,269,599,205,212
217,575,268,600,204,205
219,569,268,600,204,198
222,562,268,599,203,191
224,557,266,597,202,185
227,551,265,596,201,179
229,546,264,592,201,172
231,542,261,590,200,167
231,542,261,590,200,167
234,536,259,587,199,162
237,532,257,584,199,157
239,528,255,581,198,153
241,524,254,580,198,148
244,520,255,577,197,144
246,517,254,574,196,141
249,514,253,572,196,138
251,512,251,571,195,135
253,509,250,571,195,132
256,507,250,570,194,130
258,505,250,569,193,128
260,503,250,569,193,126
263,502,251,570,192,125
265,500,252,571,192,124
266,499,254,572,191,123
268,498,254,574,191,123
270,497,254,577,190,123
272,496,254,581,189,123
273,494,254,583,188,123
275,492,255,587,188,124
276,490,254,591,187,126
277,488,254,596,187,127
278,486,254,600,186,129
278,484,254,606,186,131
278,483,253,611,185,134
280,481,252,617,184,137
280,480,251,622,184,140
280,479,249,628,183,144
280,478,246,634,183,148
279,478,244,641,182,152
279,479,243,647,181,156
279,480,241,653,181,162
278,481,240,658,180,167
278,483,238,663,179,173
278,485,236,666,178,179
277,487,235,668,178,186
278,491,233,669,177,193
276,495,232,668,176,200
275,500,231,666,175,207
274,506,230,662,175,215
273,512,230,656,174,224
272,518,231,649,173,232
269,523,231,640,173,241
269,531,230,627,172,251
270,539,231,615,172,261
273,548,232,600,171,271
274,558,233,582,170,281
276,568,234,565,170,292
278,579,234,548,169,304
